"AtomicLevel.symbol";"AtomicLevel.level";"AtomicLevel.number";"ExcitationEnergy";"SensitivityFactor";"Reference"
"H";"1s";1;1254 eV;4.4399999999999998e-006 Mb;""
"He";"1s";2;1254 eV;0.00019314000000000001 Mb;""
"Li";"1s";3;1254 eV;0.00131646 Mb;""
"Li";"2s";3;1254 eV;1.7759999999999999e-005 Mb;""
"Be";"1s";4;1254 eV;0.00443334 Mb;""
"Be";"2s";4;1254 eV;0.00016427999999999999 Mb;""
"B";"1s";5;1254 eV;0.010922400000000001 Mb;""
"B";"2s";5;1254 eV;0.00048840000000000005 Mb;""
"B";"2p1/2";5;1254 eV;2.2199999999999999e-006 Mb;""
"B";"2p3/2";5;1254 eV;4.4399999999999998e-006 Mb;""
"B";"2p";5;1254 eV;6.6599999999999998e-006 Mb;""
"C";"1s";6;1254 eV;0.022200000000000001 Mb;""
"C";"2s";6;1254 eV;0.0010434000000000001 Mb;""
"C";"2p1/2";6;1254 eV;1.332e-005 Mb;""
"C";"2p3/2";6;1254 eV;2.6639999999999999e-005 Mb;""
"C";"2p";6;1254 eV;3.9959999999999997e-005 Mb;""
"N";"1s";7;1254 eV;0.039294000000000003 Mb;""
"N";"2s";7;1254 eV;0.0018670200000000001 Mb;""
"N";"2p1/2";7;1254 eV;5.5500000000000001e-005 Mb;""
"N";"2p3/2";7;1254 eV;0.00010878 Mb;""
"N";"2p";7;1254 eV;0.00016427999999999999 Mb;""
"O";"1s";8;1254 eV;0.063270000000000007 Mb;""
"O";"2s";8;1254 eV;0.0029859000000000001 Mb;""
"O";"2p1/2";8;1254 eV;0.00016206 Mb;""
"O";"2p3/2";8;1254 eV;0 Mb;""
"O";"2p";8;1254 eV;0.00016206 Mb;""
"F";"1s";9;1254 eV;0.094572000000000003 Mb;""
"F";"2s";9;1254 eV;0.0044133599999999999 Mb;""
"F";"2p1/2";9;1254 eV;0.00039515999999999998 Mb;""
"F";"2p3/2";9;1254 eV;0.00078144 Mb;""
"F";"2p";9;1254 eV;0.0011766000000000001 Mb;""
"Ne";"1s";10;1254 eV;0.13209000000000001 Mb;""
"Ne";"2s";10;1254 eV;0.0061494000000000002 Mb;""
"Ne";"2p1/2";10;1254 eV;0.00084581999999999995 Mb;""
"Ne";"2p3/2";10;1254 eV;0.0016672200000000001 Mb;""
"Ne";"2p";10;1254 eV;0.0025130399999999998 Mb;""
"Na";"1s";11;1254 eV;0.17737800000000001 Mb;""
"Na";"2s";11;1254 eV;0.0086580000000000008 Mb;""
"Na";"2p1/2";11;1254 eV;0.00158508 Mb;""
"Na";"2p3/2";11;1254 eV;0.0031213199999999999 Mb;""
"Na";"2p";11;1254 eV;0.0047064000000000003 Mb;""
"Na";"3s";11;1254 eV;0.00013098 Mb;""
"Mg";"2s";12;1254 eV;0.011655 Mb;""
"Mg";"2p1/2";12;1254 eV;0.0026950799999999999 Mb;""
"Mg";"2p3/2";12;1254 eV;0.0053058000000000003 Mb;""
"Mg";"2p";12;1254 eV;0.0080008800000000001 Mb;""
"Mg";"3s";12;1254 eV;0.00057941999999999998 Mb;""
"Al";"2s";13;1254 eV;0.0151182 Mb;""
"Al";"2p1/2";13;1254 eV;0.0042957000000000004 Mb;""
"Al";"2p3/2";13;1254 eV;0.0084360000000000008 Mb;""
"Al";"2p";13;1254 eV;0.0127317 Mb;""
"Al";"3s";13;1254 eV;0.0010767000000000001 Mb;""
"Al";"3p1/2";13;1254 eV;2.6639999999999999e-005 Mb;""
"Al";"3p3/2";13;1254 eV;5.1060000000000002e-005 Mb;""
"Al";"3p";13;1254 eV;7.7700000000000005e-005 Mb;""
"Si";"2s";14;1254 eV;0.018981000000000001 Mb;""
"Si";"2p1/2";14;1254 eV;0.0064824000000000001 Mb;""
"Si";"2p3/2";14;1254 eV;0.0127206 Mb;""
"Si";"2p";14;1254 eV;0.019203000000000001 Mb;""
"Si";"3s";14;1254 eV;0.0016117200000000001 Mb;""
"Si";"3p1/2";14;1254 eV;0.000111 Mb;""
"Si";"3p3/2";14;1254 eV;0.00021534000000000001 Mb;""
"Si";"3p";14;1254 eV;0.00032634 Mb;""
"P";"2s";15;1254 eV;0.023310000000000001 Mb;""
"P";"2p1/2";15;1254 eV;0.0093684000000000007 Mb;""
"P";"2p3/2";15;1254 eV;0.018381600000000001 Mb;""
"P";"2p";15;1254 eV;0.02775 Mb;""
"P";"3s";15;1254 eV;0.0022155600000000001 Mb;""
"P";"3p1/2";15;1254 eV;0.00028637999999999998 Mb;""
"P";"3p3/2";15;1254 eV;0.00056165999999999996 Mb;""
"P";"3p";15;1254 eV;0.00084803999999999999 Mb;""
"S";"2s";16;1254 eV;0.02775 Mb;""
"S";"2p1/2";16;1254 eV;0.013098 Mb;""
"S";"2p3/2";16;1254 eV;0.025530000000000001 Mb;""
"S";"2p";16;1254 eV;0.038628000000000003 Mb;""
"S";"3s";16;1254 eV;0.0028904400000000002 Mb;""
"S";"3p1/2";16;1254 eV;0.00059718 Mb;""
"S";"3p3/2";16;1254 eV;0.00116994 Mb;""
"S";"3p";16;1254 eV;0.0017671200000000001 Mb;""
"Cl";"2s";17;1254 eV;0.032856000000000003 Mb;""
"Cl";"2p1/2";17;1254 eV;0.017760000000000001 Mb;""
"Cl";"2p3/2";17;1254 eV;0.034632000000000003 Mb;""
"Cl";"2p";17;1254 eV;0.052392000000000001 Mb;""
"Cl";"3s";17;1254 eV;0.0036230400000000001 Mb;""
"Cl";"3p1/2";17;1254 eV;0.00109446 Mb;""
"Cl";"3p3/2";17;1254 eV;0.0021400799999999999 Mb;""
"Cl";"3p";17;1254 eV;0.0032345400000000002 Mb;""
"Ar";"2s";18;1254 eV;0.037962000000000003 Mb;""
"Ar";"2p1/2";18;1254 eV;0.023532000000000001 Mb;""
"Ar";"2p3/2";18;1254 eV;0.045954000000000002 Mb;""
"Ar";"2p";18;1254 eV;0.069486000000000006 Mb;""
"Ar";"3s";18;1254 eV;0.0044155799999999997 Mb;""
"Ar";"3p1/2";18;1254 eV;0.0018270599999999999 Mb;""
"Ar";"3p3/2";18;1254 eV;0.0035631 Mb;""
"Ar";"3p";18;1254 eV;0.0053901599999999997 Mb;""
"K";"2s";19;1254 eV;0.043290000000000002 Mb;""
"K";"2p1/2";19;1254 eV;0.030414 Mb;""
"K";"2p3/2";19;1254 eV;0.059274 Mb;""
"K";"2p";19;1254 eV;0.089688000000000004 Mb;""
"K";"3s";19;1254 eV;0.0055278000000000002 Mb;""
"K";"3p1/2";19;1254 eV;0.00271062 Mb;""
"K";"3p3/2";19;1254 eV;0.0052836000000000003 Mb;""
"K";"3p";19;1254 eV;0.0079942199999999998 Mb;""
"K";"4s";19;1254 eV;0.00013542 Mb;""
"Ca";"2s";20;1254 eV;0.049062000000000001 Mb;""
"Ca";"2p1/2";20;1254 eV;0.038628000000000003 Mb;""
"Ca";"2p3/2";20;1254 eV;0.075258000000000005 Mb;""
"Ca";"2p";20;1254 eV;0.113886 Mb;""
"Ca";"3s";20;1254 eV;0.0067710000000000001 Mb;""
"Ca";"3p1/2";20;1254 eV;0.0037584599999999999 Mb;""
"Ca";"3p3/2";20;1254 eV;0.007326 Mb;""
"Ca";"3p";20;1254 eV;0.011084500000000001 Mb;""
"Ca";"4s";20;1254 eV;0.00051725999999999996 Mb;""
"Sc";"2s";21;1254 eV;0.054612000000000001 Mb;""
"Sc";"2p1/2";21;1254 eV;0.048396000000000002 Mb;""
"Sc";"2p3/2";21;1254 eV;0.094128000000000003 Mb;""
"Sc";"2p";21;1254 eV;0.14252400000000001 Mb;""
"Sc";"3s";21;1254 eV;0.0079032000000000008 Mb;""
"Sc";"3p1/2";21;1254 eV;0.0047952000000000003 Mb;""
"Sc";"3p3/2";21;1254 eV;0.0093240000000000007 Mb;""
"Sc";"3p";21;1254 eV;0.0141192 Mb;""
"Sc";"3d3/2";21;1254 eV;4.4400000000000002e-005 Mb;""
"Sc";"3d5/2";21;1254 eV;6.6600000000000006e-005 Mb;""
"Sc";"3d";21;1254 eV;0.000111 Mb;""
"Sc";"4s";21;1254 eV;0.00060605999999999995 Mb;""
"Ti";"2s";22;1254 eV;0.060384 Mb;""
"Ti";"2p1/2";22;1254 eV;0.059496 Mb;""
"Ti";"2p3/2";22;1254 eV;0.115884 Mb;""
"Ti";"2p";22;1254 eV;0.17538000000000001 Mb;""
"Ti";"3s";22;1254 eV;0.0090576000000000007 Mb;""
"Ti";"3p1/2";22;1254 eV;0.0059496000000000002 Mb;""
"Ti";"3p3/2";22;1254 eV;0.0115662 Mb;""
"Ti";"3p";22;1254 eV;0.017515800000000002 Mb;""
"Ti";"3d3/2";22;1254 eV;0.00014207999999999999 Mb;""
"Ti";"3d5/2";22;1254 eV;0.0002109 Mb;""
"Ti";"3d";22;1254 eV;0.00035298000000000003 Mb;""
"Ti";"4s";22;1254 eV;0.00068376000000000005 Mb;""
"V";"2s";23;1254 eV;0.066156000000000006 Mb;""
"V";"2p1/2";23;1254 eV;0.072372000000000006 Mb;""
"V";"2p3/2";23;1254 eV;0.14052600000000001 Mb;""
"V";"2p";23;1254 eV;0.212898 Mb;""
"V";"3s";23;1254 eV;0.010256400000000001 Mb;""
"V";"3p1/2";23;1254 eV;0.0072372000000000001 Mb;""
"V";"3p3/2";23;1254 eV;0.0140526 Mb;""
"V";"3p";23;1254 eV;0.021289800000000001 Mb;""
"V";"3d3/2";23;1254 eV;0.00032190000000000002 Mb;""
"V";"3d5/2";23;1254 eV;0.00047286000000000002 Mb;""
"V";"3d";23;1254 eV;0.00079476000000000004 Mb;""
"V";"4s";23;1254 eV;0.00075257999999999998 Mb;""
"Cr";"2s";24;1254 eV;0.071706000000000006 Mb;""
"Cr";"2p1/2";24;1254 eV;0.087024000000000004 Mb;""
"Cr";"2p3/2";24;1254 eV;0.16872000000000001 Mb;""
"Cr";"2p";24;1254 eV;0.25574400000000003 Mb;""
"Cr";"3s";24;1254 eV;0.0113442 Mb;""
"Cr";"3p1/2";24;1254 eV;0.0084804000000000008 Mb;""
"Cr";"3p3/2";24;1254 eV;0.016428000000000002 Mb;""
"Cr";"3p";24;1254 eV;0.024908400000000001 Mb;""
"Cr";"3d3/2";24;1254 eV;0.00067265999999999995 Mb;""
"Cr";"3d5/2";24;1254 eV;0.00098790000000000011 Mb;""
"Cr";"3d";24;1254 eV;0.0016605599999999999 Mb;""
"Cr";"4s";24;1254 eV;0.00030857999999999998 Mb;""
"Mn";"2s";25;1254 eV;0.077256000000000005 Mb;""
"Mn";"2p1/2";25;1254 eV;0.102786 Mb;""
"Mn";"2p3/2";25;1254 eV;0.19957800000000001 Mb;""
"Mn";"2p";25;1254 eV;0.30236400000000002 Mb;""
"Mn";"3s";25;1254 eV;0.012765 Mb;""
"Mn";"3p1/2";25;1254 eV;0.010212000000000001 Mb;""
"Mn";"3p3/2";25;1254 eV;0.019802400000000001 Mb;""
"Mn";"3p";25;1254 eV;0.0300144 Mb;""
"Mn";"3d3/2";25;1254 eV;0.0010744800000000001 Mb;""
"Mn";"3d5/2";25;1254 eV;0.0015784200000000001 Mb;""
"Mn";"3d";25;1254 eV;0.0026529000000000001 Mb;""
"Mn";"4s";25;1254 eV;0.00088356000000000003 Mb;""
"Fe";"2s";26;1254 eV;0.082140000000000005 Mb;""
"Fe";"2p1/2";26;1254 eV;0.120546 Mb;""
"Fe";"2p3/2";26;1254 eV;0.233988 Mb;""
"Fe";"2p";26;1254 eV;0.35453400000000002 Mb;""
"Fe";"3s";26;1254 eV;0.0140748 Mb;""
"Fe";"3p1/2";26;1254 eV;0.011877 Mb;""
"Fe";"3p3/2";26;1254 eV;0.023088000000000001 Mb;""
"Fe";"3p";26;1254 eV;0.034965000000000003 Mb;""
"Fe";"3d3/2";26;1254 eV;0.0017493599999999999 Mb;""
"Fe";"3d5/2";26;1254 eV;0.00256632 Mb;""
"Fe";"3d";26;1254 eV;0.0043156799999999997 Mb;""
"Fe";"4s";26;1254 eV;0.0009435 Mb;""
"Co";"2s";27;1254 eV;0.087024000000000004 Mb;""
"Co";"2p1/2";27;1254 eV;0.13941600000000001 Mb;""
"Co";"2p3/2";27;1254 eV;0.27084000000000003 Mb;""
"Co";"2p";27;1254 eV;0.41025600000000001 Mb;""
"Co";"3s";27;1254 eV;0.0153846 Mb;""
"Co";"3p1/2";27;1254 eV;0.0136752 Mb;""
"Co";"3p3/2";27;1254 eV;0.026418000000000001 Mb;""
"Co";"3p";27;1254 eV;0.040093200000000002 Mb;""
"Co";"3d3/2";27;1254 eV;0.0027084000000000001 Mb;""
"Co";"3d5/2";27;1254 eV;0.0039671400000000001 Mb;""
"Co";"3d";27;1254 eV;0.0066755399999999998 Mb;""
"Co";"4s";27;1254 eV;0.0010012199999999999 Mb;""
"Ni";"2s";28;1254 eV;0.092352000000000004 Mb;""
"Ni";"2p1/2";28;1254 eV;0.15939600000000001 Mb;""
"Ni";"2p3/2";28;1254 eV;0.30902400000000002 Mb;""
"Ni";"2p";28;1254 eV;0.46842 Mb;""
"Ni";"3s";28;1254 eV;0.016716600000000002 Mb;""
"Ni";"3p1/2";28;1254 eV;0.0155622 Mb;""
"Ni";"3p3/2";28;1254 eV;0.030192 Mb;""
"Ni";"3p";28;1254 eV;0.045754200000000002 Mb;""
"Ni";"3d3/2";28;1254 eV;0.0040270799999999997 Mb;""
"Ni";"3d5/2";28;1254 eV;0.0058830000000000002 Mb;""
"Ni";"3d";28;1254 eV;0.0099100799999999999 Mb;""
"Ni";"4s";28;1254 eV;0.0010567199999999999 Mb;""
"Cu";"2s";29;1254 eV;0.097236000000000003 Mb;""
"Cu";"2p1/2";29;1254 eV;0.18159600000000001 Mb;""
"Cu";"2p3/2";29;1254 eV;0.35231400000000002 Mb;""
"Cu";"2p";29;1254 eV;0.53391 Mb;""
"Cu";"3s";29;1254 eV;0.017871000000000001 Mb;""
"Cu";"3p1/2";29;1254 eV;0.017293800000000002 Mb;""
"Cu";"3p3/2";29;1254 eV;0.033300000000000003 Mb;""
"Cu";"3p";29;1254 eV;0.050593800000000001 Mb;""
"Cu";"3d3/2";29;1254 eV;0.0059496000000000002 Mb;""
"Cu";"3d5/2";29;1254 eV;0.0086580000000000008 Mb;""
"Cu";"3d";29;1254 eV;0.0146076 Mb;""
"Cu";"4s";29;1254 eV;0.00041735999999999997 Mb;""
"Zn";"2s";30;1254 eV;0.10101 Mb;""
"Zn";"2p1/2";30;1254 eV;0.206238 Mb;""
"Zn";"2p3/2";30;1254 eV;0.39982200000000001 Mb;""
"Zn";"2p";30;1254 eV;0.60606000000000004 Mb;""
"Zn";"3s";30;1254 eV;0.019380600000000001 Mb;""
"Zn";"3p1/2";30;1254 eV;0.019580400000000001 Mb;""
"Zn";"3p3/2";30;1254 eV;0.037740000000000003 Mb;""
"Zn";"3p";30;1254 eV;0.057320400000000001 Mb;""
"Zn";"3d3/2";30;1254 eV;0.0081030000000000008 Mb;""
"Zn";"3d5/2";30;1254 eV;0.0118104 Mb;""
"Zn";"3d";30;1254 eV;0.019913400000000001 Mb;""
"Zn";"4s";30;1254 eV;0.0011544000000000001 Mb;""
"Ga";"2p1/2";31;1254 eV;0.234432 Mb;""
"Ga";"2p3/2";31;1254 eV;0.454434 Mb;""
"Ga";"2p";31;1254 eV;0.68886599999999998 Mb;""
"Ga";"3s";31;1254 eV;0.020979000000000001 Mb;""
"Ga";"3p1/2";31;1254 eV;0.022044600000000001 Mb;""
"Ga";"3p3/2";31;1254 eV;0.042624000000000002 Mb;""
"Ga";"3p";31;1254 eV;0.064668600000000007 Mb;""
"Ga";"3d3/2";31;1254 eV;0.010767000000000001 Mb;""
"Ga";"3d5/2";31;1254 eV;0.015717600000000002 Mb;""
"Ga";"3d";31;1254 eV;0.026484600000000001 Mb;""
"Ga";"4s";31;1254 eV;0.0016472399999999999 Mb;""
"Ga";"4p1/2";31;1254 eV;0.00012432 Mb;""
"Ga";"4p3/2";31;1254 eV;0.00023531999999999999 Mb;""
"Ga";"4p";31;1254 eV;0.00035963999999999999 Mb;""
"Ge";"2p3/2";32;1254 eV;0.471084 Mb;""
"Ge";"2p";32;1254 eV;0.471084 Mb;""
"Ge";"3s";32;1254 eV;0.022644000000000001 Mb;""
"Ge";"3p1/2";32;1254 eV;0.024642000000000001 Mb;""
"Ge";"3p3/2";32;1254 eV;0.047730000000000002 Mb;""
"Ge";"3p";32;1254 eV;0.072372000000000006 Mb;""
"Ge";"3d3/2";32;1254 eV;0.0140082 Mb;""
"Ge";"3d5/2";32;1254 eV;0.020424000000000001 Mb;""
"Ge";"3d";32;1254 eV;0.034432200000000003 Mb;""
"Ge";"4s";32;1254 eV;0.0020845799999999999 Mb;""
"Ge";"4p1/2";32;1254 eV;0.00039738000000000002 Mb;""
"Ge";"4p3/2";32;1254 eV;0.00075480000000000002 Mb;""
"Ge";"4p";32;1254 eV;0.00115218 Mb;""
"As";"3s";33;1254 eV;0.024420000000000001 Mb;""
"As";"3p1/2";33;1254 eV;0.027528 Mb;""
"As";"3p3/2";33;1254 eV;0.053280000000000001 Mb;""
"As";"3p";33;1254 eV;0.080808000000000005 Mb;""
"As";"3d3/2";33;1254 eV;0.017804400000000001 Mb;""
"As";"3d5/2";33;1254 eV;0.025974000000000001 Mb;""
"As";"3d";33;1254 eV;0.043778400000000002 Mb;""
"As";"4s";33;1254 eV;0.0025241399999999998 Mb;""
"As";"4p1/2";33;1254 eV;0.00082583999999999999 Mb;""
"As";"4p3/2";33;1254 eV;0.0015762 Mb;""
"As";"4p";33;1254 eV;0.0024020399999999998 Mb;""
"Se";"3s";34;1254 eV;0.026196000000000001 Mb;""
"Se";"3p1/2";34;1254 eV;0.030414 Mb;""
"Se";"3p3/2";34;1254 eV;0.05883 Mb;""
"Se";"3p";34;1254 eV;0.089244000000000004 Mb;""
"Se";"3d3/2";34;1254 eV;0.022200000000000001 Mb;""
"Se";"3d5/2";34;1254 eV;0.032412000000000003 Mb;""
"Se";"3d";34;1254 eV;0.054612000000000001 Mb;""
"Se";"4s";34;1254 eV;0.00298146 Mb;""
"Se";"4p1/2";34;1254 eV;0.0014252399999999999 Mb;""
"Se";"4p3/2";34;1254 eV;0.00272616 Mb;""
"Se";"4p";34;1254 eV;0.0041514000000000004 Mb;""
"Br";"3s";35;1254 eV;0.027972 Mb;""
"Br";"3p1/2";35;1254 eV;0.033300000000000003 Mb;""
"Br";"3p3/2";35;1254 eV;0.064824000000000007 Mb;""
"Br";"3p";35;1254 eV;0.098124000000000003 Mb;""
"Br";"3d3/2";35;1254 eV;0.027528 Mb;""
"Br";"3d5/2";35;1254 eV;0.039960000000000002 Mb;""
"Br";"3d";35;1254 eV;0.067488000000000006 Mb;""
"Br";"4s";35;1254 eV;0.0034565400000000001 Mb;""
"Br";"4p1/2";35;1254 eV;0.00221112 Mb;""
"Br";"4p3/2";35;1254 eV;0.0042313200000000002 Mb;""
"Br";"4p";35;1254 eV;0.0064424399999999998 Mb;""
"Kr";"3s";36;1254 eV;0.02997 Mb;""
"Kr";"3p1/2";36;1254 eV;0.036408000000000003 Mb;""
"Kr";"3p3/2";36;1254 eV;0.071040000000000006 Mb;""
"Kr";"3p";36;1254 eV;0.107448 Mb;""
"Kr";"3d3/2";36;1254 eV;0.033300000000000003 Mb;""
"Kr";"3d5/2";36;1254 eV;0.048618000000000001 Mb;""
"Kr";"3d";36;1254 eV;0.081918000000000005 Mb;""
"Kr";"4s";36;1254 eV;0.0039493799999999997 Mb;""
"Kr";"4p1/2";36;1254 eV;0.0031324199999999999 Mb;""
"Kr";"4p3/2";36;1254 eV;0.0061272000000000002 Mb;""
"Kr";"4p";36;1254 eV;0.0092596199999999997 Mb;""
"Rb";"3s";37;1254 eV;0.031746000000000003 Mb;""
"Rb";"3p1/2";37;1254 eV;0.039738000000000002 Mb;""
"Rb";"3p3/2";37;1254 eV;0.077256000000000005 Mb;""
"Rb";"3p";37;1254 eV;0.116994 Mb;""
"Rb";"3d3/2";37;1254 eV;0.040182000000000002 Mb;""
"Rb";"3d5/2";37;1254 eV;0.058386 Mb;""
"Rb";"3d";37;1254 eV;0.098568000000000003 Mb;""
"Rb";"4s";37;1254 eV;0.0046398000000000003 Mb;""
"Rb";"4p1/2";37;1254 eV;0.0041469599999999999 Mb;""
"Rb";"4p3/2";37;1254 eV;0.0080142000000000008 Mb;""
"Rb";"4p";37;1254 eV;0.0121612 Mb;""
"Rb";"5s";37;1254 eV;0.00012876000000000001 Mb;""
"Sr";"3s";38;1254 eV;0.033744000000000003 Mb;""
"Sr";"3p1/2";38;1254 eV;0.042846000000000002 Mb;""
"Sr";"3p3/2";38;1254 eV;0.083916000000000004 Mb;""
"Sr";"3p";38;1254 eV;0.12676200000000001 Mb;""
"Sr";"3d3/2";38;1254 eV;0.047730000000000002 Mb;""
"Sr";"3d5/2";38;1254 eV;0.069708000000000006 Mb;""
"Sr";"3d";38;1254 eV;0.117438 Mb;""
"Sr";"4s";38;1254 eV;0.0053724000000000003 Mb;""
"Sr";"4p1/2";38;1254 eV;0.0051060000000000003 Mb;""
"Sr";"4p3/2";38;1254 eV;0.0098790000000000006 Mb;""
"Sr";"4p";38;1254 eV;0.014985 Mb;""
"Sr";"5s";38;1254 eV;0.00046398000000000001 Mb;""
"Y";"3s";39;1254 eV;0.035742000000000003 Mb;""
"Y";"3p1/2";39;1254 eV;0.046176000000000002 Mb;""
"Y";"3p3/2";39;1254 eV;0.090798000000000004 Mb;""
"Y";"3p";39;1254 eV;0.13697400000000001 Mb;""
"Y";"3d3/2";39;1254 eV;0.056388000000000001 Mb;""
"Y";"3d5/2";39;1254 eV;0.082140000000000005 Mb;""
"Y";"3d";39;1254 eV;0.13852800000000001 Mb;""
"Y";"4s";39;1254 eV;0.0060606000000000002 Mb;""
"Y";"4p1/2";39;1254 eV;0.0059496000000000002 Mb;""
"Y";"4p3/2";39;1254 eV;0.0115662 Mb;""
"Y";"4p";39;1254 eV;0.017515800000000002 Mb;""
"Y";"4d3/2";39;1254 eV;0.00028415999999999999 Mb;""
"Y";"4d5/2";39;1254 eV;0.00041070000000000001 Mb;""
"Y";"4d";39;1254 eV;0.00069486000000000005 Mb;""
"Y";"5s";39;1254 eV;0.00056610000000000005 Mb;""
"Zr";"3s";40;1254 eV;0.037740000000000003 Mb;""
"Zr";"3p1/2";40;1254 eV;0.049728000000000001 Mb;""
"Zr";"3p3/2";40;1254 eV;0.097680000000000003 Mb;""
"Zr";"3p";40;1254 eV;0.14740800000000001 Mb;""
"Zr";"3d3/2";40;1254 eV;0.065934000000000006 Mb;""
"Zr";"3d5/2";40;1254 eV;0.096126000000000003 Mb;""
"Zr";"3d";40;1254 eV;0.16206000000000001 Mb;""
"Zr";"4s";40;1254 eV;0.0067710000000000001 Mb;""
"Zr";"4p1/2";40;1254 eV;0.0068154000000000001 Mb;""
"Zr";"4p3/2";40;1254 eV;0.0132312 Mb;""
"Zr";"4p";40;1254 eV;0.020046600000000001 Mb;""
"Zr";"4d3/2";40;1254 eV;0.00078366000000000004 Mb;""
"Zr";"4d5/2";40;1254 eV;0.0011322000000000001 Mb;""
"Zr";"4d";40;1254 eV;0.0019158599999999999 Mb;""
"Zr";"5s";40;1254 eV;0.00064380000000000004 Mb;""
"Nb";"3s";41;1254 eV;0.039738000000000002 Mb;""
"Nb";"3p1/2";41;1254 eV;0.053058000000000001 Mb;""
"Nb";"3p3/2";41;1254 eV;0.104562 Mb;""
"Nb";"3p";41;1254 eV;0.15762000000000001 Mb;""
"Nb";"3d3/2";41;1254 eV;0.076590000000000005 Mb;""
"Nb";"3d5/2";41;1254 eV;0.111222 Mb;""
"Nb";"3d";41;1254 eV;0.18781200000000001 Mb;""
"Nb";"4s";41;1254 eV;0.0073926 Mb;""
"Nb";"4p1/2";41;1254 eV;0.007548 Mb;""
"Nb";"4p3/2";41;1254 eV;0.0146742 Mb;""
"Nb";"4p";41;1254 eV;0.022222200000000001 Mb;""
"Nb";"4d3/2";41;1254 eV;0.0018115200000000001 Mb;""
"Nb";"4d5/2";41;1254 eV;0.00261072 Mb;""
"Nb";"4d";41;1254 eV;0.00442224 Mb;""
"Nb";"5s";41;1254 eV;0.00029082000000000001 Mb;""
"Mo";"3s";42;1254 eV;0.041958000000000002 Mb;""
"Mo";"3p1/2";42;1254 eV;0.056388000000000001 Mb;""
"Mo";"3p3/2";42;1254 eV;0.111666 Mb;""
"Mo";"3p";42;1254 eV;0.16805400000000001 Mb;""
"Mo";"3d3/2";42;1254 eV;0.088134000000000004 Mb;""
"Mo";"3d5/2";42;1254 eV;0.12809400000000001 Mb;""
"Mo";"3d";42;1254 eV;0.216228 Mb;""
"Mo";"4s";42;1254 eV;0.0080808000000000008 Mb;""
"Mo";"4p1/2";42;1254 eV;0.0084138000000000008 Mb;""
"Mo";"4p3/2";42;1254 eV;0.016405800000000002 Mb;""
"Mo";"4p";42;1254 eV;0.024819600000000001 Mb;""
"Mo";"4d3/2";42;1254 eV;0.0028771199999999999 Mb;""
"Mo";"4d5/2";42;1254 eV;0.0041403000000000004 Mb;""
"Mo";"4d";42;1254 eV;0.0070174199999999999 Mb;""
"Mo";"5s";42;1254 eV;0.00031302000000000001 Mb;""
"Tc";"3s";43;1254 eV;0.043956000000000002 Mb;""
"Tc";"3p1/2";43;1254 eV;0.059718 Mb;""
"Tc";"3p3/2";43;1254 eV;0.118992 Mb;""
"Tc";"3p";43;1254 eV;0.17871000000000001 Mb;""
"Tc";"3d3/2";43;1254 eV;0.100788 Mb;""
"Tc";"3d5/2";43;1254 eV;0.14652000000000001 Mb;""
"Tc";"3d";43;1254 eV;0.247308 Mb;""
"Tc";"4s";43;1254 eV;0.0088134000000000007 Mb;""
"Tc";"4p1/2";43;1254 eV;0.0093018000000000007 Mb;""
"Tc";"4p3/2";43;1254 eV;0.018159600000000001 Mb;""
"Tc";"4p";43;1254 eV;0.0274614 Mb;""
"Tc";"4d3/2";43;1254 eV;0.0042513000000000004 Mb;""
"Tc";"4d5/2";43;1254 eV;0.0061272000000000002 Mb;""
"Tc";"4d";43;1254 eV;0.010378500000000001 Mb;""
"Tc";"5s";43;1254 eV;0.00033077999999999997 Mb;""
"Ru";"3s";44;1254 eV;0.045954000000000002 Mb;""
"Ru";"3p1/2";44;1254 eV;0.063048000000000007 Mb;""
"Ru";"3p3/2";44;1254 eV;0.12609600000000001 Mb;""
"Ru";"3p";44;1254 eV;0.18914400000000001 Mb;""
"Ru";"3d3/2";44;1254 eV;0.114774 Mb;""
"Ru";"3d5/2";44;1254 eV;0.16672200000000001 Mb;""
"Ru";"3d";44;1254 eV;0.28149600000000002 Mb;""
"Ru";"4s";44;1254 eV;0.0095238000000000007 Mb;""
"Ru";"4p1/2";44;1254 eV;0.010212000000000001 Mb;""
"Ru";"4p3/2";44;1254 eV;0.019957800000000001 Mb;""
"Ru";"4p";44;1254 eV;0.0301698 Mb;""
"Ru";"4d3/2";44;1254 eV;0.0059718000000000002 Mb;""
"Ru";"4d5/2";44;1254 eV;0.0085914000000000008 Mb;""
"Ru";"4d";44;1254 eV;0.0145632 Mb;""
"Ru";"5s";44;1254 eV;0.00034853999999999999 Mb;""
"Rh";"3s";45;1254 eV;0.047730000000000002 Mb;""
"Rh";"3p1/2";45;1254 eV;0.066156000000000006 Mb;""
"Rh";"3p3/2";45;1254 eV;0.13320000000000001 Mb;""
"Rh";"3p";45;1254 eV;0.19935600000000001 Mb;""
"Rh";"3d3/2";45;1254 eV;0.12964800000000001 Mb;""
"Rh";"3d5/2";45;1254 eV;0.18825600000000001 Mb;""
"Rh";"3d";45;1254 eV;0.31790400000000002 Mb;""
"Rh";"4s";45;1254 eV;0.010278600000000001 Mb;""
"Rh";"4p1/2";45;1254 eV;0.0111222 Mb;""
"Rh";"4p3/2";45;1254 eV;0.021778200000000001 Mb;""
