path=/Users/pabloherrero/sabat/xps_spectra/FBI_Cu/G2_Cu/2022_06_30_G2SL/20220630_Cu_G2SL_subl_90min_lowstep.xy
delimiters=([44, 275, 474, 675, 806, 1015, 1427], [201, 169, 171, 101, 179, 382, 7018], ['Si_2p', 'O_1s', 'N_1s', 'Si_2s', 'C_1s', 'Cu_2p', 'survey_hd'])
name=G2SL 90min_lowstep
label=20220630_Cu_G2SL_subl_90min_lowstep
date=20.22.0630
other_meta=Cu_G2SL_subl_90min_lowstep
area=
fit={}
color=
dfx=
range,Si_2p,Si_2p,O_1s,O_1s,N_1s,N_1s,Si_2s,Si_2s,C_1s,C_1s,Cu_2p,Cu_2p,survey_hd,survey_hd,C_1s_bg,C_1s_bg,O_1s_bg,O_1s_bg,N_1s_bg,N_1s_bg,Si_2p_bg,Si_2p_bg,Si_2s_bg,Si_2s_bg,Cu_2p_bg,Cu_2p_bg
properties,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts
2730,,,,,,,,,,,,,854.0,18.863033,,,,,,,,,,,,
2731,,,,,,,,,,,,,853.8,18.666767,,,,,,,,,,,,
2732,,,,,,,,,,,,,853.6,18.878251,,,,,,,,,,,,
2733,,,,,,,,,,,,,853.4,18.93621,,,,,,,,,,,,
2734,,,,,,,,,,,,,853.2,19.26373,,,,,,,,,,,,
2735,,,,,,,,,,,,,853.0,18.338851,,,,,,,,,,,,
2736,,,,,,,,,,,,,852.8,18.355417,,,,,,,,,,,,
2737,,,,,,,,,,,,,852.6,18.428855,,,,,,,,,,,,
2738,,,,,,,,,,,,,852.4,19.240818,,,,,,,,,,,,
2739,,,,,,,,,,,,,852.2,19.219061,,,,,,,,,,,,
2740,,,,,,,,,,,,,852.0,18.847627,,,,,,,,,,,,
2741,,,,,,,,,,,,,851.8,18.722902,,,,,,,,,,,,
2742,,,,,,,,,,,,,851.6,19.128283,,,,,,,,,,,,
2743,,,,,,,,,,,,,851.4,18.448929,,,,,,,,,,,,
2744,,,,,,,,,,,,,851.2,19.031447,,,,,,,,,,,,
2745,,,,,,,,,,,,,851.0,18.763791,,,,,,,,,,,,
2746,,,,,,,,,,,,,850.8,19.514263,,,,,,,,,,,,
2747,,,,,,,,,,,,,850.6,19.184648,,,,,,,,,,,,
2748,,,,,,,,,,,,,850.4,19.212656,,,,,,,,,,,,
2749,,,,,,,,,,,,,850.2,19.152614,,,,,,,,,,,,
2750,,,,,,,,,,,,,850.0,18.815402,,,,,,,,,,,,
2751,,,,,,,,,,,,,849.8,19.368825,,,,,,,,,,,,
2752,,,,,,,,,,,,,849.6,19.329806,,,,,,,,,,,,
2753,,,,,,,,,,,,,849.4,18.614219,,,,,,,,,,,,
2754,,,,,,,,,,,,,849.2,18.570841,,,,,,,,,,,,
2755,,,,,,,,,,,,,849.0,18.676811,,,,,,,,,,,,
2756,,,,,,,,,,,,,848.8,18.777398,,,,,,,,,,,,
2757,,,,,,,,,,,,,848.6,19.30438,,,,,,,,,,,,
2758,,,,,,,,,,,,,848.4,18.503411,,,,,,,,,,,,
2759,,,,,,,,,,,,,848.2,19.244198,,,,,,,,,,,,
2760,,,,,,,,,,,,,848.0,19.181318,,,,,,,,,,,,
2761,,,,,,,,,,,,,847.8,19.349212,,,,,,,,,,,,
2762,,,,,,,,,,,,,847.6,19.520303,,,,,,,,,,,,
2763,,,,,,,,,,,,,847.4,19.03724,,,,,,,,,,,,
2764,,,,,,,,,,,,,847.2,18.820859,,,,,,,,,,,,
2765,,,,,,,,,,,,,847.0,18.465939,,,,,,,,,,,,
2766,,,,,,,,,,,,,846.8,19.552169,,,,,,,,,,,,
2767,,,,,,,,,,,,,846.6,19.124879,,,,,,,,,,,,
2768,,,,,,,,,,,,,846.4,18.824408,,,,,,,,,,,,
2769,,,,,,,,,,,,,846.2,19.204911,,,,,,,,,,,,
2770,,,,,,,,,,,,,846.0,19.742087,,,,,,,,,,,,
2771,,,,,,,,,,,,,845.8,19.362439,,,,,,,,,,,,
2772,,,,,,,,,,,,,845.6,18.908529,,,,,,,,,,,,
2773,,,,,,,,,,,,,845.4,19.275818,,,,,,,,,,,,
2774,,,,,,,,,,,,,845.2,19.719966,,,,,,,,,,,,
2775,,,,,,,,,,,,,845.0,19.540628,,,,,,,,,,,,
2776,,,,,,,,,,,,,844.8,19.239252,,,,,,,,,,,,
2777,,,,,,,,,,,,,844.6,18.585859,,,,,,,,,,,,
2778,,,,,,,,,,,,,844.4,18.805092,,,,,,,,,,,,
2779,,,,,,,,,,,,,844.2,19.036572,,,,,,,,,,,,
2780,,,,,,,,,,,,,844.0,18.742529,,,,,,,,,,,,
2781,,,,,,,,,,,,,843.8,19.617895,,,,,,,,,,,,
2782,,,,,,,,,,,,,843.6,19.262305,,,,,,,,,,,,
2783,,,,,,,,,,,,,843.4,19.381133,,,,,,,,,,,,
2784,,,,,,,,,,,,,843.2,19.40838,,,,,,,,,,,,
2785,,,,,,,,,,,,,843.0,19.40067,,,,,,,,,,,,
2786,,,,,,,,,,,,,842.8,19.7791,,,,,,,,,,,,
2787,,,,,,,,,,,,,842.6,19.665013,,,,,,,,,,,,
2788,,,,,,,,,,,,,842.4,19.592613,,,,,,,,,,,,
2789,,,,,,,,,,,,,842.2,19.638011,,,,,,,,,,,,
2790,,,,,,,,,,,,,842.0,20.239585,,,,,,,,,,,,
2791,,,,,,,,,,,,,841.8,19.648372,,,,,,,,,,,,
2792,,,,,,,,,,,,,841.6,19.224461,,,,,,,,,,,,
2793,,,,,,,,,,,,,841.4,19.411541,,,,,,,,,,,,
2794,,,,,,,,,,,,,841.2,18.990851,,,,,,,,,,,,
2795,,,,,,,,,,,,,841.0,19.462001,,,,,,,,,,,,
2796,,,,,,,,,,,,,840.8,19.410817,,,,,,,,,,,,
2797,,,,,,,,,,,,,840.6,19.216076,,,,,,,,,,,,
2798,,,,,,,,,,,,,840.4,19.167711,,,,,,,,,,,,
2799,,,,,,,,,,,,,840.2,19.867025,,,,,,,,,,,,
2800,,,,,,,,,,,,,840.0,19.640634,,,,,,,,,,,,
2801,,,,,,,,,,,,,839.8,19.959134,,,,,,,,,,,,
2802,,,,,,,,,,,,,839.6,19.505413,,,,,,,,,,,,
2803,,,,,,,,,,,,,839.4,19.782237,,,,,,,,,,,,
2804,,,,,,,,,,,,,839.2,19.448531,,,,,,,,,,,,
2805,,,,,,,,,,,,,839.0,19.124267,,,,,,,,,,,,
2806,,,,,,,,,,,,,838.8,19.597637,,,,,,,,,,,,
2807,,,,,,,,,,,,,838.6,19.986486,,,,,,,,,,,,
2808,,,,,,,,,,,,,838.4,19.406811,,,,,,,,,,,,
2809,,,,,,,,,,,,,838.2,19.721342,,,,,,,,,,,,
2810,,,,,,,,,,,,,838.0,20.192263,,,,,,,,,,,,
2811,,,,,,,,,,,,,837.8,19.631886,,,,,,,,,,,,
2812,,,,,,,,,,,,,837.6,19.750197,,,,,,,,,,,,
2813,,,,,,,,,,,,,837.4,20.017092,,,,,,,,,,,,
2814,,,,,,,,,,,,,837.2,19.863974,,,,,,,,,,,,
2815,,,,,,,,,,,,,837.0,19.241507,,,,,,,,,,,,
2816,,,,,,,,,,,,,836.8,20.454997,,,,,,,,,,,,
2817,,,,,,,,,,,,,836.6,20.27952,,,,,,,,,,,,
2818,,,,,,,,,,,,,836.4,20.251275,,,,,,,,,,,,
2819,,,,,,,,,,,,,836.2,19.273794,,,,,,,,,,,,
2820,,,,,,,,,,,,,836.0,20.223861,,,,,,,,,,,,
2821,,,,,,,,,,,,,835.8,19.697515,,,,,,,,,,,,
2822,,,,,,,,,,,,,835.6,20.067968,,,,,,,,,,,,
2823,,,,,,,,,,,,,835.4,19.8841,,,,,,,,,,,,
2824,,,,,,,,,,,,,835.2,20.38285,,,,,,,,,,,,
2825,,,,,,,,,,,,,835.0,20.692993,,,,,,,,,,,,
2826,,,,,,,,,,,,,834.8,20.294419,,,,,,,,,,,,
2827,,,,,,,,,,,,,834.6,19.790659,,,,,,,,,,,,
2828,,,,,,,,,,,,,834.4,19.49703,,,,,,,,,,,,
2829,,,,,,,,,,,,,834.2,19.595392,,,,,,,,,,,,
2830,,,,,,,,,,,,,834.0,19.707088,,,,,,,,,,,,
2831,,,,,,,,,,,,,833.8,20.200766,,,,,,,,,,,,
2832,,,,,,,,,,,,,833.6,20.140564,,,,,,,,,,,,
2833,,,,,,,,,,,,,833.4,20.375093,,,,,,,,,,,,
2834,,,,,,,,,,,,,833.2,20.026423,,,,,,,,,,,,
2835,,,,,,,,,,,,,833.0,19.679231,,,,,,,,,,,,
2836,,,,,,,,,,,,,832.8,20.092189,,,,,,,,,,,,
2837,,,,,,,,,,,,,832.6,20.145217,,,,,,,,,,,,
2838,,,,,,,,,,,,,832.4,20.127081,,,,,,,,,,,,
2839,,,,,,,,,,,,,832.2,20.433517,,,,,,,,,,,,
2840,,,,,,,,,,,,,832.0,21.159749,,,,,,,,,,,,
2841,,,,,,,,,,,,,831.8,20.779073,,,,,,,,,,,,
2842,,,,,,,,,,,,,831.6,20.795515,,,,,,,,,,,,
2843,,,,,,,,,,,,,831.4,20.33732,,,,,,,,,,,,
2844,,,,,,,,,,,,,831.2,20.055568,,,,,,,,,,,,
2845,,,,,,,,,,,,,831.0,19.873676,,,,,,,,,,,,
2846,,,,,,,,,,,,,830.8,20.034532,,,,,,,,,,,,
2847,,,,,,,,,,,,,830.6,20.615891,,,,,,,,,,,,
2848,,,,,,,,,,,,,830.4,20.462821,,,,,,,,,,,,
2849,,,,,,,,,,,,,830.2,20.788055,,,,,,,,,,,,
2850,,,,,,,,,,,,,830.0,20.169565,,,,,,,,,,,,
2851,,,,,,,,,,,,,829.8,20.352621,,,,,,,,,,,,
2852,,,,,,,,,,,,,829.6,20.591648,,,,,,,,,,,,
2853,,,,,,,,,,,,,829.4,21.03491,,,,,,,,,,,,
2854,,,,,,,,,,,,,829.2,21.278038,,,,,,,,,,,,
2855,,,,,,,,,,,,,829.0,20.379122,,,,,,,,,,,,
2856,,,,,,,,,,,,,828.8,20.753894,,,,,,,,,,,,
2857,,,,,,,,,,,,,828.6,20.792247,,,,,,,,,,,,
2858,,,,,,,,,,,,,828.4,20.429069,,,,,,,,,,,,
2859,,,,,,,,,,,,,828.2,20.831717,,,,,,,,,,,,
2860,,,,,,,,,,,,,828.0,20.913804,,,,,,,,,,,,
2861,,,,,,,,,,,,,827.8,20.235581,,,,,,,,,,,,
2862,,,,,,,,,,,,,827.6,20.609252,,,,,,,,,,,,
2863,,,,,,,,,,,,,827.4,20.923057,,,,,,,,,,,,
2864,,,,,,,,,,,,,827.2,20.49542,,,,,,,,,,,,
2865,,,,,,,,,,,,,827.0,20.465284,,,,,,,,,,,,
2866,,,,,,,,,,,,,826.8,20.229762,,,,,,,,,,,,
2867,,,,,,,,,,,,,826.6,20.465572,,,,,,,,,,,,
2868,,,,,,,,,,,,,826.4,20.64579,,,,,,,,,,,,
2869,,,,,,,,,,,,,826.2,20.619787,,,,,,,,,,,,
2870,,,,,,,,,,,,,826.0,20.42977,,,,,,,,,,,,
2871,,,,,,,,,,,,,825.8,20.233874,,,,,,,,,,,,
2872,,,,,,,,,,,,,825.6,20.713321,,,,,,,,,,,,
2873,,,,,,,,,,,,,825.4,20.452636,,,,,,,,,,,,
2874,,,,,,,,,,,,,825.2,20.994761,,,,,,,,,,,,
2875,,,,,,,,,,,,,825.0,20.517408,,,,,,,,,,,,
2876,,,,,,,,,,,,,824.8,20.337668,,,,,,,,,,,,
2877,,,,,,,,,,,,,824.6,21.782462,,,,,,,,,,,,
2878,,,,,,,,,,,,,824.4,21.325977,,,,,,,,,,,,
2879,,,,,,,,,,,,,824.2,20.659908,,,,,,,,,,,,
2880,,,,,,,,,,,,,824.0,20.477063,,,,,,,,,,,,
2881,,,,,,,,,,,,,823.8,21.110546,,,,,,,,,,,,
2882,,,,,,,,,,,,,823.6,21.353194,,,,,,,,,,,,
2883,,,,,,,,,,,,,823.4,21.527601,,,,,,,,,,,,
2884,,,,,,,,,,,,,823.2,21.267592,,,,,,,,,,,,
2885,,,,,,,,,,,,,823.0,20.947736,,,,,,,,,,,,
2886,,,,,,,,,,,,,822.8,21.101637,,,,,,,,,,,,
2887,,,,,,,,,,,,,822.6,21.36001,,,,,,,,,,,,
2888,,,,,,,,,,,,,822.4,20.97269,,,,,,,,,,,,
2889,,,,,,,,,,,,,822.2,21.248559,,,,,,,,,,,,
2890,,,,,,,,,,,,,822.0,21.209884,,,,,,,,,,,,
2891,,,,,,,,,,,,,821.8,21.171895,,,,,,,,,,,,
2892,,,,,,,,,,,,,821.6,21.253085,,,,,,,,,,,,
2893,,,,,,,,,,,,,821.4,21.636131,,,,,,,,,,,,
2894,,,,,,,,,,,,,821.2,21.074735,,,,,,,,,,,,
2895,,,,,,,,,,,,,821.0,21.252605,,,,,,,,,,,,
2896,,,,,,,,,,,,,820.8,20.943687,,,,,,,,,,,,
2897,,,,,,,,,,,,,820.6,20.745775,,,,,,,,,,,,
2898,,,,,,,,,,,,,820.4,20.654588,,,,,,,,,,,,
2899,,,,,,,,,,,,,820.2,20.826566,,,,,,,,,,,,
2900,,,,,,,,,,,,,820.0,21.434517,,,,,,,,,,,,
2901,,,,,,,,,,,,,819.8,21.348549,,,,,,,,,,,,
2902,,,,,,,,,,,,,819.6,21.717531,,,,,,,,,,,,
2903,,,,,,,,,,,,,819.4,21.06272,,,,,,,,,,,,
2904,,,,,,,,,,,,,819.2,21.276714,,,,,,,,,,,,
2905,,,,,,,,,,,,,819.0,21.039533,,,,,,,,,,,,
2906,,,,,,,,,,,,,818.8,21.317745,,,,,,,,,,,,
2907,,,,,,,,,,,,,818.6,21.67058,,,,,,,,,,,,
2908,,,,,,,,,,,,,818.4,20.916695,,,,,,,,,,,,
2909,,,,,,,,,,,,,818.2,21.203065,,,,,,,,,,,,
2910,,,,,,,,,,,,,818.0,21.156433,,,,,,,,,,,,
2911,,,,,,,,,,,,,817.8,21.128783,,,,,,,,,,,,
2912,,,,,,,,,,,,,817.6,21.753871,,,,,,,,,,,,
2913,,,,,,,,,,,,,817.4,21.623674,,,,,,,,,,,,
2914,,,,,,,,,,,,,817.2,21.996281,,,,,,,,,,,,
2915,,,,,,,,,,,,,817.0,22.256628,,,,,,,,,,,,
2916,,,,,,,,,,,,,816.8,21.070956,,,,,,,,,,,,
2917,,,,,,,,,,,,,816.6,21.864465,,,,,,,,,,,,
2918,,,,,,,,,,,,,816.4,22.026251,,,,,,,,,,,,
2919,,,,,,,,,,,,,816.2,22.207637,,,,,,,,,,,,
2920,,,,,,,,,,,,,816.0,21.862704,,,,,,,,,,,,
2921,,,,,,,,,,,,,815.8,22.051421,,,,,,,,,,,,
2922,,,,,,,,,,,,,815.6,22.461672,,,,,,,,,,,,
2923,,,,,,,,,,,,,815.4,21.558046,,,,,,,,,,,,
2924,,,,,,,,,,,,,815.2,22.184255,,,,,,,,,,,,
2925,,,,,,,,,,,,,815.0,21.594227,,,,,,,,,,,,
2926,,,,,,,,,,,,,814.8,21.892622,,,,,,,,,,,,
2927,,,,,,,,,,,,,814.6,21.84403,,,,,,,,,,,,
2928,,,,,,,,,,,,,814.4,22.074747,,,,,,,,,,,,
2929,,,,,,,,,,,,,814.2,22.069211,,,,,,,,,,,,
2930,,,,,,,,,,,,,814.0,21.974697,,,,,,,,,,,,
2931,,,,,,,,,,,,,813.8,21.838839,,,,,,,,,,,,
2932,,,,,,,,,,,,,813.6,22.452556,,,,,,,,,,,,
2933,,,,,,,,,,,,,813.4,21.707338,,,,,,,,,,,,
2934,,,,,,,,,,,,,813.2,22.101666,,,,,,,,,,,,
2935,,,,,,,,,,,,,813.0,21.749545,,,,,,,,,,,,
2936,,,,,,,,,,,,,812.8,22.289562,,,,,,,,,,,,
2937,,,,,,,,,,,,,812.6,21.579877,,,,,,,,,,,,
2938,,,,,,,,,,,,,812.4,22.252758,,,,,,,,,,,,
2939,,,,,,,,,,,,,812.2,21.628046,,,,,,,,,,,,
2940,,,,,,,,,,,,,812.0,21.544995,,,,,,,,,,,,
2941,,,,,,,,,,,,,811.8,21.271622,,,,,,,,,,,,
2942,,,,,,,,,,,,,811.6,21.978612,,,,,,,,,,,,
2943,,,,,,,,,,,,,811.4,22.260869,,,,,,,,,,,,
2944,,,,,,,,,,,,,811.2,22.173238,,,,,,,,,,,,
2945,,,,,,,,,,,,,811.0,21.97947,,,,,,,,,,,,
2946,,,,,,,,,,,,,810.8,22.114998,,,,,,,,,,,,
2947,,,,,,,,,,,,,810.6,21.88222,,,,,,,,,,,,
2948,,,,,,,,,,,,,810.4,22.290718,,,,,,,,,,,,
2949,,,,,,,,,,,,,810.2,22.080657,,,,,,,,,,,,
2950,,,,,,,,,,,,,810.0,22.516823,,,,,,,,,,,,
2951,,,,,,,,,,,,,809.8,21.973467,,,,,,,,,,,,
2952,,,,,,,,,,,,,809.6,21.864514,,,,,,,,,,,,
2953,,,,,,,,,,,,,809.4,21.622783,,,,,,,,,,,,
2954,,,,,,,,,,,,,809.2,22.105934,,,,,,,,,,,,
2955,,,,,,,,,,,,,809.0,21.931496,,,,,,,,,,,,
2956,,,,,,,,,,,,,808.8,21.810592,,,,,,,,,,,,
2957,,,,,,,,,,,,,808.6,22.095247,,,,,,,,,,,,
2958,,,,,,,,,,,,,808.4,22.521074,,,,,,,,,,,,
2959,,,,,,,,,,,,,808.2,21.741917,,,,,,,,,,,,
2960,,,,,,,,,,,,,808.0,21.748278,,,,,,,,,,,,
2961,,,,,,,,,,,,,807.8,21.982928,,,,,,,,,,,,
2962,,,,,,,,,,,,,807.6,22.352104,,,,,,,,,,,,
2963,,,,,,,,,,,,,807.4,22.669292,,,,,,,,,,,,
2964,,,,,,,,,,,,,807.2,22.624952,,,,,,,,,,,,
2965,,,,,,,,,,,,,807.0,22.463998,,,,,,,,,,,,
2966,,,,,,,,,,,,,806.8,22.29689,,,,,,,,,,,,
2967,,,,,,,,,,,,,806.6,22.596382,,,,,,,,,,,,
2968,,,,,,,,,,,,,806.4,21.834961,,,,,,,,,,,,
2969,,,,,,,,,,,,,806.2,22.537027,,,,,,,,,,,,
2970,,,,,,,,,,,,,806.0,22.477853,,,,,,,,,,,,
2971,,,,,,,,,,,,,805.8,22.061414,,,,,,,,,,,,
2972,,,,,,,,,,,,,805.6,22.161207,,,,,,,,,,,,
2973,,,,,,,,,,,,,805.4,22.500445,,,,,,,,,,,,
2974,,,,,,,,,,,,,805.2,22.228621,,,,,,,,,,,,
2975,,,,,,,,,,,,,805.0,22.952926,,,,,,,,,,,,
2976,,,,,,,,,,,,,804.8,22.763727,,,,,,,,,,,,
2977,,,,,,,,,,,,,804.6,22.633965,,,,,,,,,,,,
2978,,,,,,,,,,,,,804.4,22.355177,,,,,,,,,,,,
2979,,,,,,,,,,,,,804.2,22.338219,,,,,,,,,,,,
2980,,,,,,,,,,,,,804.0,22.151017,,,,,,,,,,,,
2981,,,,,,,,,,,,,803.8,22.822897,,,,,,,,,,,,
2982,,,,,,,,,,,,,803.6,22.874538,,,,,,,,,,,,
2983,,,,,,,,,,,,,803.4,23.066896,,,,,,,,,,,,
2984,,,,,,,,,,,,,803.2,23.106648,,,,,,,,,,,,
2985,,,,,,,,,,,,,803.0,22.942613,,,,,,,,,,,,
2986,,,,,,,,,,,,,802.8,22.445492,,,,,,,,,,,,
2987,,,,,,,,,,,,,802.6,23.102791,,,,,,,,,,,,
2988,,,,,,,,,,,,,802.4,22.361372,,,,,,,,,,,,
2989,,,,,,,,,,,,,802.2,22.658254,,,,,,,,,,,,
2990,,,,,,,,,,,,,802.0,22.127903,,,,,,,,,,,,
2991,,,,,,,,,,,,,801.8,22.4962,,,,,,,,,,,,
2992,,,,,,,,,,,,,801.6,22.377424,,,,,,,,,,,,
2993,,,,,,,,,,,,,801.4,23.003618,,,,,,,,,,,,
2994,,,,,,,,,,,,,801.2,22.804715,,,,,,,,,,,,
2995,,,,,,,,,,,,,801.0,22.979413,,,,,,,,,,,,
2996,,,,,,,,,,,,,800.8,23.078672,,,,,,,,,,,,
2997,,,,,,,,,,,,,800.6,23.024297,,,,,,,,,,,,
2998,,,,,,,,,,,,,800.4,22.378094,,,,,,,,,,,,
2999,,,,,,,,,,,,,800.2,22.500662,,,,,,,,,,,,
3000,,,,,,,,,,,,,800.0,23.198542,,,,,,,,,,,,
3001,,,,,,,,,,,,,799.8,23.238136,,,,,,,,,,,,
3002,,,,,,,,,,,,,799.6,22.827082,,,,,,,,,,,,
3003,,,,,,,,,,,,,799.4,22.873407,,,,,,,,,,,,
3004,,,,,,,,,,,,,799.2,23.600129,,,,,,,,,,,,
3005,,,,,,,,,,,,,799.0,23.374437,,,,,,,,,,,,
3006,,,,,,,,,,,,,798.8,22.8623,,,,,,,,,,,,
3007,,,,,,,,,,,,,798.6,23.111033,,,,,,,,,,,,
3008,,,,,,,,,,,,,798.4,22.926681,,,,,,,,,,,,
3009,,,,,,,,,,,,,798.2,22.991411,,,,,,,,,,,,
3010,,,,,,,,,,,,,798.0,23.468458,,,,,,,,,,,,
3011,,,,,,,,,,,,,797.8,23.19003,,,,,,,,,,,,
3012,,,,,,,,,,,,,797.6,23.77046,,,,,,,,,,,,
3013,,,,,,,,,,,,,797.4,23.183794,,,,,,,,,,,,
3014,,,,,,,,,,,,,797.2,23.419583,,,,,,,,,,,,
3015,,,,,,,,,,,,,797.0,23.206817,,,,,,,,,,,,
3016,,,,,,,,,,,,,796.8,23.135654,,,,,,,,,,,,
3017,,,,,,,,,,,,,796.6,23.172296,,,,,,,,,,,,
3018,,,,,,,,,,,,,796.4,22.914158,,,,,,,,,,,,
3019,,,,,,,,,,,,,796.2,23.204776,,,,,,,,,,,,
3020,,,,,,,,,,,,,796.0,23.669611,,,,,,,,,,,,
3021,,,,,,,,,,,,,795.8,23.153792,,,,,,,,,,,,
3022,,,,,,,,,,,,,795.6,23.198809,,,,,,,,,,,,
3023,,,,,,,,,,,,,795.4,23.150234,,,,,,,,,,,,
3024,,,,,,,,,,,,,795.2,23.193693,,,,,,,,,,,,
3025,,,,,,,,,,,,,795.0,23.456539,,,,,,,,,,,,
3026,,,,,,,,,,,,,794.8,24.132979,,,,,,,,,,,,
3027,,,,,,,,,,,,,794.6,24.037627,,,,,,,,,,,,
3028,,,,,,,,,,,,,794.4,23.566603,,,,,,,,,,,,
3029,,,,,,,,,,,,,794.2,23.352859,,,,,,,,,,,,
3030,,,,,,,,,,,,,794.0,22.936427,,,,,,,,,,,,
3031,,,,,,,,,,,,,793.8,23.22189,,,,,,,,,,,,
3032,,,,,,,,,,,,,793.6,23.180826,,,,,,,,,,,,
3033,,,,,,,,,,,,,793.4,23.45033,,,,,,,,,,,,
3034,,,,,,,,,,,,,793.2,23.710011,,,,,,,,,,,,
3035,,,,,,,,,,,,,793.0,23.414865,,,,,,,,,,,,
3036,,,,,,,,,,,,,792.8,23.090225,,,,,,,,,,,,
3037,,,,,,,,,,,,,792.6,23.643216,,,,,,,,,,,,
3038,,,,,,,,,,,,,792.4,23.574216,,,,,,,,,,,,
3039,,,,,,,,,,,,,792.2,23.166874,,,,,,,,,,,,
3040,,,,,,,,,,,,,792.0,23.335179,,,,,,,,,,,,
3041,,,,,,,,,,,,,791.8,23.957021,,,,,,,,,,,,
3042,,,,,,,,,,,,,791.6,23.81619,,,,,,,,,,,,
3043,,,,,,,,,,,,,791.4,23.313391,,,,,,,,,,,,
3044,,,,,,,,,,,,,791.2,23.989275,,,,,,,,,,,,
3045,,,,,,,,,,,,,791.0,24.07302,,,,,,,,,,,,
3046,,,,,,,,,,,,,790.8,23.546585,,,,,,,,,,,,
3047,,,,,,,,,,,,,790.6,23.834367,,,,,,,,,,,,
3048,,,,,,,,,,,,,790.4,24.523694,,,,,,,,,,,,
3049,,,,,,,,,,,,,790.2,23.803377,,,,,,,,,,,,
3050,,,,,,,,,,,,,790.0,24.307014,,,,,,,,,,,,
3051,,,,,,,,,,,,,789.8,24.684157,,,,,,,,,,,,
3052,,,,,,,,,,,,,789.6,24.394536,,,,,,,,,,,,
3053,,,,,,,,,,,,,789.4,23.887012,,,,,,,,,,,,
3054,,,,,,,,,,,,,789.2,24.223763,,,,,,,,,,,,
3055,,,,,,,,,,,,,789.0,23.639801,,,,,,,,,,,,
3056,,,,,,,,,,,,,788.8,24.087769,,,,,,,,,,,,
3057,,,,,,,,,,,,,788.6,24.523907,,,,,,,,,,,,
3058,,,,,,,,,,,,,788.4,23.994416,,,,,,,,,,,,
3059,,,,,,,,,,,,,788.2,24.891341,,,,,,,,,,,,
3060,,,,,,,,,,,,,788.0,24.095635,,,,,,,,,,,,
3061,,,,,,,,,,,,,787.8,23.555796,,,,,,,,,,,,
3062,,,,,,,,,,,,,787.6,23.831805,,,,,,,,,,,,
3063,,,,,,,,,,,,,787.4,23.530614,,,,,,,,,,,,
3064,,,,,,,,,,,,,787.2,24.496129,,,,,,,,,,,,
3065,,,,,,,,,,,,,787.0,23.976226,,,,,,,,,,,,
3066,,,,,,,,,,,,,786.8,24.41154,,,,,,,,,,,,
3067,,,,,,,,,,,,,786.6,24.441425,,,,,,,,,,,,
3068,,,,,,,,,,,,,786.4,24.669147,,,,,,,,,,,,
3069,,,,,,,,,,,,,786.2,24.108918,,,,,,,,,,,,
3070,,,,,,,,,,,,,786.0,23.774287,,,,,,,,,,,,
3071,,,,,,,,,,,,,785.8,24.162787,,,,,,,,,,,,
3072,,,,,,,,,,,,,785.6,24.346905,,,,,,,,,,,,
3073,,,,,,,,,,,,,785.4,24.379472,,,,,,,,,,,,
3074,,,,,,,,,,,,,785.2,24.184174,,,,,,,,,,,,
3075,,,,,,,,,,,,,785.0,24.077501,,,,,,,,,,,,
3076,,,,,,,,,,,,,784.8,23.903265,,,,,,,,,,,,
3077,,,,,,,,,,,,,784.6,24.787255,,,,,,,,,,,,
3078,,,,,,,,,,,,,784.4,24.880569,,,,,,,,,,,,
3079,,,,,,,,,,,,,784.2,24.633838,,,,,,,,,,,,
3080,,,,,,,,,,,,,784.0,24.025666,,,,,,,,,,,,
3081,,,,,,,,,,,,,783.8,24.304121,,,,,,,,,,,,
3082,,,,,,,,,,,,,783.6,24.91304,,,,,,,,,,,,
3083,,,,,,,,,,,,,783.4,24.599304,,,,,,,,,,,,
3084,,,,,,,,,,,,,783.2,24.022645,,,,,,,,,,,,
3085,,,,,,,,,,,,,783.0,25.194241,,,,,,,,,,,,
3086,,,,,,,,,,,,,782.8,24.814937,,,,,,,,,,,,
3087,,,,,,,,,,,,,782.6,24.620674,,,,,,,,,,,,
3088,,,,,,,,,,,,,782.4,24.067211,,,,,,,,,,,,
3089,,,,,,,,,,,,,782.2,24.547542,,,,,,,,,,,,
3090,,,,,,,,,,,,,782.0,25.017878,,,,,,,,,,,,
3091,,,,,,,,,,,,,781.8,24.692024,,,,,,,,,,,,
3092,,,,,,,,,,,,,781.6,24.457902,,,,,,,,,,,,
3093,,,,,,,,,,,,,781.4,24.709024,,,,,,,,,,,,
3094,,,,,,,,,,,,,781.2,24.648497,,,,,,,,,,,,
3095,,,,,,,,,,,,,781.0,24.942187,,,,,,,,,,,,
3096,,,,,,,,,,,,,780.8,25.118871,,,,,,,,,,,,
3097,,,,,,,,,,,,,780.6,24.796258,,,,,,,,,,,,
3098,,,,,,,,,,,,,780.4,24.824991,,,,,,,,,,,,
3099,,,,,,,,,,,,,780.2,24.723242,,,,,,,,,,,,
3100,,,,,,,,,,,,,780.0,24.197361,,,,,,,,,,,,
3101,,,,,,,,,,,,,779.8,24.326083,,,,,,,,,,,,
3102,,,,,,,,,,,,,779.6,25.306052,,,,,,,,,,,,
